Song ID,Song Name,Artist Name
6oEVnWKgPqIEPc53OYDNqG,Could've Been (feat. Bryson Tiller),H.E.R.
0Aa3g9EQoPNt6PiKjaUeb7,Every Kind Of Way,H.E.R.
29he0Joo5sz2607A6ZBT6H,Come Through (feat. Chris Brown),H.E.R.
6MO2bfLHKykUgCChFdw91H,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",H.E.R.
3tZs3nVjySLbL320lP4mvs,Focus,H.E.R.
3MlQPB0wJuopo3NTZGlMpI,Where I Go (feat. H.E.R.),H.E.R.
428JUvntvW20r9hOOpFAao,Slide,H.E.R.
2azM2WRIpQiB9ALfVmYtlW,Damage,H.E.R.
3f3cliOygeuUpGRwdohy12,Comfortable,H.E.R.
2sXydP9vPEYUH4uAWotuGu,Girl Like Me (feat. H.E.R.),H.E.R.
4ZaRg5Sf4TKr0YcFRLh7QJ,Love Affair,UMI
630Ug0XtmhhFvAKo0PNuEI,Remember Me,UMI
0Bs3Lwzs8y9BzKUgvFXPUx,say im ur luv,UMI
4qkVALwOxCIEZ7I5gkZ3m4,Butterfly,UMI
5w4q9Es264UdYYr2AjnPhU,wish that i could,UMI
1K1b1rPjbbam1NXUPg4VrK,Lullaby,UMI
5HYSOEDwblGTVSh88TZnet,Midnight Blues,UMI
5QzdYVqeAPnlBfbuJQ2AaO,Down to Earth,UMI
26ao8h4lge7K2yltgKXrVc,moonlit room,UMI
45QSYGhKfviLSOJhos9lP9,sorry,UMI
15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink
4n358XQMHXd0xi6NazWdxr,Vex Oh (feat. Eight9FLY),GoldLink
6wOdpwaVrRtWlVSQNMBNQU,Some Girl (feat. Steve Lacy),GoldLink
564oa00vY05d1uYnTEAAmE,Herside Story,GoldLink
2p37Mfy2PWajgOS3i2aaep,"U Say (feat. Tyler, The Creator & Jay Prince)",GoldLink
5geeTRRcsIg0MS5TvtBtHU,"Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)",GoldLink
1Ajoi45AjYqloARp5ufaVK,Justine's Interlude - A COLORS SHOW,GoldLink
5uakDGEx9HegMZZi840VzH,"Evian (feat. PinkPantheress, Rizloski & Rax)",GoldLink
60ZZNXIdwgUGkVGRt7foLT,Late Night (feat. Masego),GoldLink
2YRDTr0reanrGZOTsWXdek,Zulu Screams (feat. Maleek Berry & Bibi Bourelly),GoldLink
3CblJq8QQQ0bb7vwJu8c3v,4EVA (feat. Pharrell Williams),KAYTRANADA
0dFdGPVLs3k0z9ezYWZzUa,Intimidated (feat. H.E.R.),KAYTRANADA
70kdJnm1X6eEM8DbWa8Mnc,YOU'RE THE ONE,KAYTRANADA
41SwdQIX8Hy2u6fuEDgvWr,10%,KAYTRANADA
38spM0LahLUfQhOMAqA7AI,Be Your Girl (Kaytranada Edition),KAYTRANADA
439X8jGytErRiPnaoUJHju,CHANCES,KAYTRANADA
4O9t8Qq941SAzdGlex4noA,What You Need,KAYTRANADA
4n358XQMHXd0xi6NazWdxr,Vex Oh (feat. Eight9FLY),KAYTRANADA
15cYjzRUBRrDHn76GdxWiv,Twin Flame,KAYTRANADA
7lWdyj9RrMsEN6F0Dl0irE,Assumptions - Kaytranada Edit,KAYTRANADA
2aSC2xhRxOLiiZZVjhbylH,"Hold On, We're Going Home",Majid Jordan
3ppVO2tyWRRznNmONvt7Se,Summers Over Interlude,Majid Jordan
5hTl2uxJGd1sbLtovguuuk,Stars Align (with Drake),Majid Jordan
4lKe0viSvv8ckoTPvHBih1,Waves of Blue,Majid Jordan
1VcORtwbt560HNpnDMyCCu,Open (feat. Majid Jordan),Majid Jordan
4Wfe2jloKo95eFVnJEr5N1,Her,Majid Jordan
2U474RK9GnAqXXh5YqigaY,Different (With Majid Jordan),Majid Jordan
6zEthnyBtXMlXcxAvINpqA,Caught Up (feat. Khalid),Majid Jordan
5fgTKJ5PTbRLzem1tkfFjx,My Love (feat. Drake),Majid Jordan
5MuhncU8rh6xe894EKjX2P,One I Want (feat. PARTYNEXTDOOR),Majid Jordan
2919vhmu3wuoNnUgcZBL6w,Desligado,Jean Tassy
3MmG2m3axMEYjs3wMNLvF6,Poesia Acústica #1: Descompasso do Compasso,Jean Tassy
2deUAR1J7ifbkUQtc46Vx1,Nômade V,Jean Tassy
7aH2ZGBGwilNqY57DOtRRI,Nômade IV,Jean Tassy
3PjW4eMuBfuvWvhWnbMsWL,Diz Pra Mim,Jean Tassy
48N0SYBLcQJnjGJ1NG3WEV,Nômade,Jean Tassy
5cXtf61aXQf36aLLI5zgVP,Petricor,Jean Tassy
31UbXsSRMDhTnue6NAw22i,+ 1 Minuto,Jean Tassy
0Xi0WqniGBFMOYen9vjTZZ,Pequeno Blues,Jean Tassy
6FJ1h7SXGDhKU6iEGBBF97,Nômade VII,Jean Tassy
5YbPxJwPfrj7uswNwoF1pJ,Last Last,Burna Boy
0HaRLPnr887lcQM2YQzkff,For My Hand (feat. Ed Sheeran),Burna Boy
0TlGvDUBcIUGZOroftyVF4,Mera Na,Burna Boy
3z4CGd63tpUn9a6oQSG0CI,Location (feat. Burna Boy),Burna Boy
0AoBY2Y3qs6dtGgOD6c91N,Alone,Burna Boy
5hVjoL3sHepZROri63wBxP,It's Plenty,Burna Boy
1PoJXULCvl03b1fiZmMxmd,On the Low,Burna Boy
7rpWDu9GPlLxbLorYKVys7,Gbona,Burna Boy
3FskQrDXcY24ur2fCvz35O,Ye,Burna Boy
4QPEwDdOMhY7rNS05mTyMR,Own It (feat. Ed Sheeran & Burna Boy),Burna Boy
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),Khalid
7FGq80cy8juXBCD2nrqdWU,Eastside (with Halsey & Khalid),Khalid
10xV5l9nhLvFpR8mqzs0bL,Numb,Khalid
6zeeWid2sgw4lap2jV61PZ,Better,Khalid
7vGuf3Y35N4wmASOKLUVVU,Silence,Khalid
5Z3GHaZ6ec9bsiI5BenrbY,Young Dumb & Broke,Khalid
70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),Khalid
152lZdxL1OR0ZMW6KquMif,Location,Khalid
5bgwqaRSS3M8WHWruHgSL5,8TEEN,Khalid
7j57nadsCph2KI9eYuaum8,The Hard Way,Khalid
0dGqP4VickYjtIaB5VOt4H,3:15 (Breathe),Russ
4cxMGhkinTocPSVVKWIw0d,Losin Control,Russ
08XHGvYxioT9gMP6TPuaLR,NASTY - Extended Version,Russ
3pndPhlQWjuSoXhcIIdBjv,What They Want,Russ
0DuylJNqsvjRN9hhWUdeJZ,NASTY,Russ
26OhjtaTamFocE08t83ml6,"Psycho, Pt. 2",Russ
4ve2uzqdwnHr20G5YgMMqr,Missin You Crazy,Russ
6qcuRcbz8DCLG6nG4or8Uo,Cherry Hill,Russ
0xKBkLcF71uUQeTA7FSu4A,BEST ON EARTH (feat. BIA) - Bonus,Russ
0vp1sk3FzuDBeLMLcRhQdL,HANDSOMER (Remix) (Feat. Ktlyn),Russ
15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink
4n358XQMHXd0xi6NazWdxr,Vex Oh (feat. Eight9FLY),GoldLink
6wOdpwaVrRtWlVSQNMBNQU,Some Girl (feat. Steve Lacy),GoldLink
564oa00vY05d1uYnTEAAmE,Herside Story,GoldLink
2p37Mfy2PWajgOS3i2aaep,"U Say (feat. Tyler, The Creator & Jay Prince)",GoldLink
5geeTRRcsIg0MS5TvtBtHU,"Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)",GoldLink
1Ajoi45AjYqloARp5ufaVK,Justine's Interlude - A COLORS SHOW,GoldLink
5uakDGEx9HegMZZi840VzH,"Evian (feat. PinkPantheress, Rizloski & Rax)",GoldLink
60ZZNXIdwgUGkVGRt7foLT,Late Night (feat. Masego),GoldLink
2YRDTr0reanrGZOTsWXdek,Zulu Screams (feat. Maleek Berry & Bibi Bourelly),GoldLink
5BOBHIBuzvQuIYL1E1nDzl,Shea Butter Baby (with J. Cole),Ari Lennox
081Shn2hU3YxvQmGaCPegr,Unloyal (with Ari Lennox),Ari Lennox
6zIen2DYr2t19vbwqgORY2,Scenic Drive (feat. Ari Lennox & Smino),Ari Lennox
3VeuvRWfJLSOzeVPrgi5MR,Night Drive,Ari Lennox
3JfhLEO8qB9qZr9xIefh5m,Pressure,Ari Lennox
7Ffgp7DIow5wECYQyzEiTq,BMO,Ari Lennox
4dzbGvxqQ1DsF6m6RUlPwg,Pedigree,Ari Lennox
6Vt2v8xwxcGqAOcTKlBeWo,Waste My Time,Ari Lennox
2dOUErBzFZJ8l7MbV6FcYW,Queen Space (with Summer Walker),Ari Lennox
4It2tsHgHW7gdEDCh0Jfo8,Demon Time (with Ari Lennox) - Remix,Ari Lennox
6JKkP9ABQzYZUFSKSVDKIc,Deixe Me Ir - Acústico,1Kilo
24yhU1uQVX0u5Rvc0gProL,De Love,1Kilo
7tAVuPCQ8VXyuO17bgOnyo,Duro Igual Concreto,1Kilo
59lBMs67IBdvr7g0pnXkOb,Você Vai Entender,1Kilo
0MVVaWlUxkb2UZ7cdTZMRl,Sensação,1Kilo
4qmxOOuX4hBhi1rXG2HJtP,Relação,1Kilo
1lr8CiKx2HHuizOzIzUtig,Seu Jeito de Olhar,1Kilo
5j2GLJa9u24f31c8Hn1lbq,Se For Pra Ser,1Kilo
5mC4THighaz8No4EYw59ZC,Deixe-Me Ir - LIVA Remix,1Kilo
0mjgdLMviBQ4Keb4bkN5fV,Dia de Caça,1Kilo
3KW6KJKinwAszaajAHOSQF,Nu Riddim,Ycee
5ZcWZFtr0QkL6k4S50dh9Y,Juice,Ycee
2lIBKAwZH1Ln0XEkOdKAyo,Tropicana Fruit Juice,Ycee
1pUE3ilfljvxN0nfwwsWe8,Jabole,Ycee
1NGvgncIB1kIDSEUWNV0Bg,Juice Remix,Ycee
3C9c2lBvDSU3E1TrKMBnKm,Say Bye Bye,Ycee
3nirNj3PLu3qJm2kkRrH9W,Omo Alhaji,Ycee
30PjTH4isfHAsIsa9lMVvh,Miss You,Ycee
5VemE86dYYP7a5BXjkhVU0,Wahala Dey,Ycee
0SceQ28k4ufnLLyF29FKWl,No Tomorrow,Ycee
02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,Anderson .Paak
3jiKUMXqwEodB7gVv1RMZU,After Last Night (with Thundercat & Bootsy Collins),Anderson .Paak
3xVZYkcuWalGudeKl861wb,Smokin Out The Window,Anderson .Paak
1l4iQsOZ5sOXZPMQLvouaB,Coast (feat. Anderson .Paak),Anderson .Paak
7jvCeWOSnJs2N3spqobWnO,Skate,Anderson .Paak
2JUQ7mV1AHk2owXLydmN4Z,Love's Train,Anderson .Paak
276zciJ7Fg7Jk6Ta6QuLkp,Come Down,Anderson .Paak
3a6FcTyvSf0ED3VXeH3PJ5,Fly As Me,Anderson .Paak
3MlQPB0wJuopo3NTZGlMpI,Where I Go (feat. H.E.R.),Anderson .Paak
7LK0IWXe2Yd0JGgSjJThex,Silk Sonic Intro,Anderson .Paak
02VBYrHfVwfEWXk5DXyf0T,Leave The Door Open,Anderson .Paak
3jiKUMXqwEodB7gVv1RMZU,After Last Night (with Thundercat & Bootsy Collins),Anderson .Paak
3xVZYkcuWalGudeKl861wb,Smokin Out The Window,Anderson .Paak
1l4iQsOZ5sOXZPMQLvouaB,Coast (feat. Anderson .Paak),Anderson .Paak
7jvCeWOSnJs2N3spqobWnO,Skate,Anderson .Paak
2JUQ7mV1AHk2owXLydmN4Z,Love's Train,Anderson .Paak
276zciJ7Fg7Jk6Ta6QuLkp,Come Down,Anderson .Paak
3a6FcTyvSf0ED3VXeH3PJ5,Fly As Me,Anderson .Paak
3MlQPB0wJuopo3NTZGlMpI,Where I Go (feat. H.E.R.),Anderson .Paak
7LK0IWXe2Yd0JGgSjJThex,Silk Sonic Intro,Anderson .Paak
69q6stT0wxc3i2pGqBDZAT,White Tee (with NO1-NOAH),Summer Walker
14SaZBTjxlorHJQxXh01Hu,Girls Need Love (with Drake) - Remix,Summer Walker
2xyx0o4xNOLLjBSbOOdcbA,Playing Games (with Bryson Tiller) - Extended Version,Summer Walker
3LfHBTYZBTqmz43tvVXJBd,Deep,Summer Walker
08SB2OtZkaliju77WYEKxk,No Love (with SZA),Summer Walker
2Fyjjpg03fn7n5cj0Qm380,Karma,Summer Walker
2ktg2oZDyFAX3iY1QNkXl5,Session 32,Summer Walker
1Eyu2wV1pVTgAY8PyIh41R,Yummy - Summer Walker Remix,Summer Walker
644rGY6maSElnKVsAg1gJj,Girls Need Love,Summer Walker
7vxLj7MREliG5i5vSnqSVr,Body,Summer Walker
6oEVnWKgPqIEPc53OYDNqG,Could've Been (feat. Bryson Tiller),H.E.R.
0Aa3g9EQoPNt6PiKjaUeb7,Every Kind Of Way,H.E.R.
29he0Joo5sz2607A6ZBT6H,Come Through (feat. Chris Brown),H.E.R.
6MO2bfLHKykUgCChFdw91H,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",H.E.R.
3tZs3nVjySLbL320lP4mvs,Focus,H.E.R.
3MlQPB0wJuopo3NTZGlMpI,Where I Go (feat. H.E.R.),H.E.R.
428JUvntvW20r9hOOpFAao,Slide,H.E.R.
2azM2WRIpQiB9ALfVmYtlW,Damage,H.E.R.
3f3cliOygeuUpGRwdohy12,Comfortable,H.E.R.
2sXydP9vPEYUH4uAWotuGu,Girl Like Me (feat. H.E.R.),H.E.R.
1eohzgRScljJioDNrw7h9L,Breathe,Mickey Blue
56YxexMwtMqoBoof8uAnrL,Attached,Mickey Blue
6armvjunBYWvqhe89X8NkP,We Just Be,Mickey Blue
2fluF5CsFA0Uge1RFJ0VP8,Give Yourself Away,Mickey Blue
1poYypoRZ1LNXg5PVoDeSA,"All Ours, All Hours",Mickey Blue
4YTGTYpxT16ASPTQtWl8FB,Kill A Man,Mickey Blue
0PGYcrskZWVzJJTPLQPhcG,How Could I?,Mickey Blue
4Fr1DJbWdeUEjUBxw3bjrl,Fired Up,Mickey Blue
48ZzcR2PN3IRWUbBXowrLN,Someday Soon,Mickey Blue
4l261lrItxlg6vj3hMbu6B,I Feel You,Mickey Blue
15EPc80XuFrb2LmOzGjuRg,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink
4n358XQMHXd0xi6NazWdxr,Vex Oh (feat. Eight9FLY),GoldLink
6wOdpwaVrRtWlVSQNMBNQU,Some Girl (feat. Steve Lacy),GoldLink
564oa00vY05d1uYnTEAAmE,Herside Story,GoldLink
2p37Mfy2PWajgOS3i2aaep,"U Say (feat. Tyler, The Creator & Jay Prince)",GoldLink
5geeTRRcsIg0MS5TvtBtHU,"Crew REMIX (feat. Gucci Mane, Brent Faiyaz & Shy Glizzy)",GoldLink
1Ajoi45AjYqloARp5ufaVK,Justine's Interlude - A COLORS SHOW,GoldLink
5uakDGEx9HegMZZi840VzH,"Evian (feat. PinkPantheress, Rizloski & Rax)",GoldLink
60ZZNXIdwgUGkVGRt7foLT,Late Night (feat. Masego),GoldLink
2YRDTr0reanrGZOTsWXdek,Zulu Screams (feat. Maleek Berry & Bibi Bourelly),GoldLink
7aRCf5cLOFN1U7kvtChY1G,Search & Rescue,Drake
1bDbXMyjaUIooNwFE9wn0N,Rich Flex,Drake
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),Drake
1zi7xx7UVEFkmKfv06H8x0,One Dance,Drake
59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),Drake
6DCZcSspjsKoFjzjrWoCdn,God's Plan,Drake
40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),Drake
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,Drake
2ZL7WZcjuYKi1KUDtp4kCC,Spin Bout U,Drake
2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),Drake
0kq1HuBQzWPJfC2qXQfeTK,Lluvia,Daniel Haaksman
54ac3NA7Eu6q4FHHBR2CDj,Dissan Na M´bera (Suur Di No Pubis) - Daniel Haaksman Edit,Daniel Haaksman
1JANcowf79z8sMLaOPb3fz,Akabongi - Kapote Remix,Daniel Haaksman
7sxkCTOhTxfrZDh6UAI33E,Corpo Sujeito - Kelman Duran Remix,Daniel Haaksman
4izkaBPW68Q3yaSJTrL7IU,La Añoranza,Daniel Haaksman
7wENSoefeS7JglMpVlRfpn,La Mujer Dormida,Daniel Haaksman
0Y9dxToE4XjLzQVrOrv7rr,Kid Conga,Daniel Haaksman
5F1ESh2hCtZkN1NfP09FoV,Hei! Você (Daniel Haaksman Remix),Daniel Haaksman
09OsaiyhlUxHG9NFU6eqPU,Supervivencia,Daniel Haaksman
0tZB5BeAFfemU1x1jOAD50,Porque Te Vas,Daniel Haaksman
2aSC2xhRxOLiiZZVjhbylH,"Hold On, We're Going Home",Majid Jordan
3ppVO2tyWRRznNmONvt7Se,Summers Over Interlude,Majid Jordan
5hTl2uxJGd1sbLtovguuuk,Stars Align (with Drake),Majid Jordan
4lKe0viSvv8ckoTPvHBih1,Waves of Blue,Majid Jordan
1VcORtwbt560HNpnDMyCCu,Open (feat. Majid Jordan),Majid Jordan
4Wfe2jloKo95eFVnJEr5N1,Her,Majid Jordan
2U474RK9GnAqXXh5YqigaY,Different (With Majid Jordan),Majid Jordan
6zEthnyBtXMlXcxAvINpqA,Caught Up (feat. Khalid),Majid Jordan
5fgTKJ5PTbRLzem1tkfFjx,My Love (feat. Drake),Majid Jordan
5MuhncU8rh6xe894EKjX2P,One I Want (feat. PARTYNEXTDOOR),Majid Jordan
5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown
0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],Chris Brown
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),Chris Brown
2BEcap3xJtmiPaHKyfQi4e,Nostálgico,Chris Brown
3NZJlJemX3mzjf56MqC5ML,Forever,Chris Brown
1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,Chris Brown
3baPniPXS0iEII8rDUJdYP,Monalisa,Chris Brown
3MOECVkNshqHYTPt5DZcdN,Five More Hours,Chris Brown
5Lgcn7u07bHuqbOtXkN62u,With You,Chris Brown
7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),Chris Brown
3CblJq8QQQ0bb7vwJu8c3v,4EVA (feat. Pharrell Williams),KAYTRANADA
0dFdGPVLs3k0z9ezYWZzUa,Intimidated (feat. H.E.R.),KAYTRANADA
70kdJnm1X6eEM8DbWa8Mnc,YOU'RE THE ONE,KAYTRANADA
41SwdQIX8Hy2u6fuEDgvWr,10%,KAYTRANADA
38spM0LahLUfQhOMAqA7AI,Be Your Girl (Kaytranada Edition),KAYTRANADA
439X8jGytErRiPnaoUJHju,CHANCES,KAYTRANADA
4O9t8Qq941SAzdGlex4noA,What You Need,KAYTRANADA
4n358XQMHXd0xi6NazWdxr,Vex Oh (feat. Eight9FLY),KAYTRANADA
15cYjzRUBRrDHn76GdxWiv,Twin Flame,KAYTRANADA
7lWdyj9RrMsEN6F0Dl0irE,Assumptions - Kaytranada Edit,KAYTRANADA
0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee
3B54sVLJ402zGa6Xm4YGNe,Unforgettable,Swae Lee
5hC7h0yWVMkxhLbNXCscBR,ROXANNE - Remix,Swae Lee
5f1joOtoMeyppIcJGZQvqJ,Be Like That - feat. Swae Lee & Khalid,Swae Lee
2LskIZrCeLxRvCiGP8gxlh,Arms Around You (feat. Maluma & Swae Lee),Swae Lee
2GjMaJ7DacMIkgoe8oMXGg,Close To Me,Swae Lee
2sqsNXfN0HtgDEgaHXiUTa,Won't Be Late (feat. Drake),Swae Lee
7IBSffWIu7P2MC7kMwy2FM,Hopeless Romantic (feat. Swae Lee),Swae Lee
1BuZAIO8WZpavWVbbq3Lci,Powerglide (feat. Juicy J) - From SR3MM,Swae Lee
0TCnOEVeLQMXOUrpPlM7uY,Guatemala - From Swaecation,Swae Lee
3MAgQuClHcAV8E9CbeBS6f,Lotus Flower Bomb (feat. Miguel),Wale
5yhKaacMZGRo4s6evJx9vk,Bad (feat. Rihanna) - Remix,Wale
6KacmqPPQ3LNoiGFuqGChs,The Need to Know (feat. SZA),Wale
5z51HY4ei5QhTjcvwq5Msw,On Chill (feat. Jeremih),Wale
59PL9AwYjIrIpP04n9gmMR,Ride Out,Wale
0JQ0F7iBZ3rIZaY9PTlBpT,Dearly Beloved (feat. Jamie Foxx),Wale
6gvhqnL1MUehL9g5mp1A0I,Stories In Motion (with Wale),Wale
5tZmLjU4vhPlJb12IweZuB,Ambition (feat. Meek Mill & Rick Ross),Wale
7rfiXyFb5M9BqdkvKvVEiB,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",Wale
0wi5NYT0upjIHOG4FWSqdH,Poke It Out (feat. J. Cole),Wale
4EWCNWgDS8707fNSZ1oaA5,Heartless,Kanye West
5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,Kanye West
4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,Kanye West
3sNVsP50132BTNlImLx70i,Bound 2,Kanye West
4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,Kanye West
7rbECVPkY5UODxoOUVKZnA,I Wonder,Kanye West
0j2T0R9dR9qdJYsB7ciXhf,Stronger,Kanye West
1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,Kanye West
4iz9lGMjU1lXS51oPmUmTe,Homecoming,Kanye West
3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,Kanye West
4EWCNWgDS8707fNSZ1oaA5,Heartless,Kanye West
5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,Kanye West
4Li2WHPkuyCdtmokzW2007,Ni**as In Paris,Kanye West
3sNVsP50132BTNlImLx70i,Bound 2,Kanye West
4KW1lqgSr8TKrvBII0Brf8,Father Stretch My Hands Pt. 1,Kanye West
7rbECVPkY5UODxoOUVKZnA,I Wonder,Kanye West
0j2T0R9dR9qdJYsB7ciXhf,Stronger,Kanye West
1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,Kanye West
4iz9lGMjU1lXS51oPmUmTe,Homecoming,Kanye West
3s7MCdXyWmwjdcWh7GWXas,Violent Crimes,Kanye West
53LuRRfv4dBFVLo8G2TkTu,As Coisas,Valas
7wwLn2n8WZ6zySfBXtC0Zu,Alma Velha,Valas
3IUM4LmpkeAHMDdqYapXDa,Preciso,Valas
3WnDjHMr1nDDx7s1NCHxB7,Estradas No Céu,Valas
6P1LYexxT6mtzS0DL21qbE,Acordar Assim,Valas
1EMOAklB5oJwOcAibiXG0Y,Imagina,Valas
3pN8kizecjYuFuVNOUyzTt,El Dorado,Valas
3Myi32ESU38ia7rZvZVIkD,O Primeiro Dia - SG Gigante,Valas
6Ib83ecBARo8MXYhYSthsn,Presente,Valas
0KEdqUZxb2t2gAGDsUfCka,Papá,Valas
3CblJq8QQQ0bb7vwJu8c3v,4EVA (feat. Pharrell Williams),KAYTRANADA
0dFdGPVLs3k0z9ezYWZzUa,Intimidated (feat. H.E.R.),KAYTRANADA
70kdJnm1X6eEM8DbWa8Mnc,YOU'RE THE ONE,KAYTRANADA
41SwdQIX8Hy2u6fuEDgvWr,10%,KAYTRANADA
38spM0LahLUfQhOMAqA7AI,Be Your Girl (Kaytranada Edition),KAYTRANADA
439X8jGytErRiPnaoUJHju,CHANCES,KAYTRANADA
4O9t8Qq941SAzdGlex4noA,What You Need,KAYTRANADA
4n358XQMHXd0xi6NazWdxr,Vex Oh (feat. Eight9FLY),KAYTRANADA
15cYjzRUBRrDHn76GdxWiv,Twin Flame,KAYTRANADA
7lWdyj9RrMsEN6F0Dl0irE,Assumptions - Kaytranada Edit,KAYTRANADA
3CblJq8QQQ0bb7vwJu8c3v,4EVA (feat. Pharrell Williams),KAYTRANADA
0dFdGPVLs3k0z9ezYWZzUa,Intimidated (feat. H.E.R.),KAYTRANADA
70kdJnm1X6eEM8DbWa8Mnc,YOU'RE THE ONE,KAYTRANADA
41SwdQIX8Hy2u6fuEDgvWr,10%,KAYTRANADA
38spM0LahLUfQhOMAqA7AI,Be Your Girl (Kaytranada Edition),KAYTRANADA
439X8jGytErRiPnaoUJHju,CHANCES,KAYTRANADA
4O9t8Qq941SAzdGlex4noA,What You Need,KAYTRANADA
4n358XQMHXd0xi6NazWdxr,Vex Oh (feat. Eight9FLY),KAYTRANADA
15cYjzRUBRrDHn76GdxWiv,Twin Flame,KAYTRANADA
7lWdyj9RrMsEN6F0Dl0irE,Assumptions - Kaytranada Edit,KAYTRANADA
3CblJq8QQQ0bb7vwJu8c3v,4EVA (feat. Pharrell Williams),KAYTRANADA
0dFdGPVLs3k0z9ezYWZzUa,Intimidated (feat. H.E.R.),KAYTRANADA
70kdJnm1X6eEM8DbWa8Mnc,YOU'RE THE ONE,KAYTRANADA
41SwdQIX8Hy2u6fuEDgvWr,10%,KAYTRANADA
38spM0LahLUfQhOMAqA7AI,Be Your Girl (Kaytranada Edition),KAYTRANADA
439X8jGytErRiPnaoUJHju,CHANCES,KAYTRANADA
4O9t8Qq941SAzdGlex4noA,What You Need,KAYTRANADA
4n358XQMHXd0xi6NazWdxr,Vex Oh (feat. Eight9FLY),KAYTRANADA
15cYjzRUBRrDHn76GdxWiv,Twin Flame,KAYTRANADA
7lWdyj9RrMsEN6F0Dl0irE,Assumptions - Kaytranada Edit,KAYTRANADA
3CblJq8QQQ0bb7vwJu8c3v,4EVA (feat. Pharrell Williams),KAYTRANADA
0dFdGPVLs3k0z9ezYWZzUa,Intimidated (feat. H.E.R.),KAYTRANADA
70kdJnm1X6eEM8DbWa8Mnc,YOU'RE THE ONE,KAYTRANADA
41SwdQIX8Hy2u6fuEDgvWr,10%,KAYTRANADA
38spM0LahLUfQhOMAqA7AI,Be Your Girl (Kaytranada Edition),KAYTRANADA
439X8jGytErRiPnaoUJHju,CHANCES,KAYTRANADA
4O9t8Qq941SAzdGlex4noA,What You Need,KAYTRANADA
4n358XQMHXd0xi6NazWdxr,Vex Oh (feat. Eight9FLY),KAYTRANADA
15cYjzRUBRrDHn76GdxWiv,Twin Flame,KAYTRANADA
7lWdyj9RrMsEN6F0Dl0irE,Assumptions - Kaytranada Edit,KAYTRANADA
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay
46HNZY1i7O6jwTA7Slo2PI,My Universe,Coldplay
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,Coldplay
7D0RhFcb3CrfPuTJ0obrod,Sparks,Coldplay
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay
6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,Coldplay
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay
3AJwUDP919kvQ9QcozQPxg,Yellow,Coldplay
46HNZY1i7O6jwTA7Slo2PI,My Universe,Coldplay
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,Coldplay
7D0RhFcb3CrfPuTJ0obrod,Sparks,Coldplay
75JFxkI2RXiU7L9VXzMkle,The Scientist,Coldplay
0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay
6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay
